timestamp,user_id,ip_address,action,status
2026-04-26 10:17:07,EMP_001,192.168.1.15,view_dashboard,success
2026-04-26 10:20:07,EMP_007,192.168.1.15,logout,success
2026-04-26 10:25:07,EMP_002,192.168.1.15,login,success
2026-04-26 10:30:07,EMP_010,192.168.1.15,view_dashboard,success
2026-04-26 10:32:07,EMP_009,192.168.1.15,login,success
2026-04-26 10:34:07,EMP_003,10.0.0.5,login,success
2026-04-26 10:36:07,EMP_001,192.168.1.10,logout,success
2026-04-26 10:37:07,EMP_003,10.0.0.5,login,success
2026-04-26 10:39:07,EMP_003,192.168.1.15,view_dashboard,success
2026-04-26 10:40:07,EMP_004,10.0.0.5,view_dashboard,success
2026-04-26 10:42:07,EMP_010,10.0.0.5,edit_profile,success
2026-04-26 10:45:07,EMP_004,192.168.1.15,edit_profile,success
2026-04-26 10:46:07,EMP_002,192.168.1.15,logout,success
2026-04-26 10:48:07,EMP_009,192.168.1.10,logout,success
2026-04-26 10:53:07,EMP_009,10.0.0.5,login,success
2026-04-26 10:56:07,EMP_007,192.168.1.15,download_entire_database,success
2026-04-26 11:01:07,EMP_009,192.168.1.15,logout,success
2026-04-26 11:02:07,EMP_005,192.168.1.15,logout,success
2026-04-26 11:05:07,EMP_003,192.168.1.15,logout,success
2026-04-26 11:08:07,EMP_002,10.0.0.5,edit_profile,success
2026-04-26 11:10:07,EMP_001,10.0.0.5,edit_profile,success
2026-04-26 11:11:07,EMP_008,10.0.0.5,view_dashboard,success
2026-04-26 11:14:07,EMP_002,192.168.1.15,edit_profile,success
2026-04-26 11:16:07,EMP_005,192.168.1.10,edit_profile,success
2026-04-26 11:20:07,EMP_001,192.168.1.15,logout,success
2026-04-26 11:24:07,EMP_007,192.168.1.10,login,success
2026-04-26 11:26:07,EMP_009,192.168.1.10,view_dashboard,success
2026-04-26 11:28:07,EMP_008,10.0.0.5,logout,success
2026-04-26 11:32:07,EMP_001,192.168.1.15,logout,success
2026-04-26 11:35:07,EMP_006,192.168.1.10,edit_profile,success
2026-04-26 11:40:07,EMP_005,10.0.0.5,download_entire_database,success
2026-04-26 11:42:07,EMP_006,10.0.0.5,edit_profile,success
2026-04-26 11:43:07,EMP_005,192.168.1.10,login,success
2026-04-26 11:44:07,EMP_009,10.0.0.5,view_dashboard,success
2026-04-26 11:48:07,EMP_008,10.0.0.5,download_entire_database,success
2026-04-26 11:50:07,EMP_001,192.168.1.15,login,success
2026-04-26 11:53:07,EMP_007,192.168.1.15,login,success
2026-04-26 11:57:07,EMP_009,10.0.0.5,view_dashboard,success
2026-04-26 12:01:07,EMP_007,192.168.1.10,logout,success
2026-04-26 12:03:07,EMP_001,192.168.1.10,login,success
2026-04-26 12:06:07,EMP_007,192.168.1.15,logout,success
2026-04-26 12:10:07,EMP_004,10.0.0.5,login,success
2026-04-26 12:15:07,EMP_001,192.168.1.10,login,success
2026-04-26 12:19:07,EMP_004,192.168.1.15,edit_profile,success
2026-04-26 12:23:07,EMP_005,192.168.1.15,logout,success
2026-04-26 12:26:07,EMP_006,10.0.0.5,view_dashboard,success
2026-04-26 12:30:07,EMP_008,10.0.0.5,view_dashboard,success
2026-04-26 12:33:07,EMP_003,192.168.1.15,logout,success
2026-04-26 12:35:07,EMP_010,192.168.1.10,view_dashboard,success
2026-04-26 12:38:07,EMP_004,10.0.0.5,login,success
2026-04-26 12:39:07,EMP_002,192.168.1.10,edit_profile,success
2026-04-26 12:41:07,EMP_010,192.168.1.10,login,success
2026-04-26 12:43:07,EMP_001,10.0.0.5,logout,success
2026-04-26 12:48:07,EMP_001,10.0.0.5,view_dashboard,success
2026-04-26 12:51:07,EMP_010,192.168.1.15,download_entire_database,success
2026-04-26 12:53:07,EMP_008,10.0.0.5,logout,success
2026-04-26 12:56:07,EMP_008,10.0.0.5,download_entire_database,success
2026-04-26 13:01:07,EMP_002,192.168.1.15,view_dashboard,success
2026-04-26 13:02:07,EMP_007,192.168.1.15,edit_profile,success
2026-04-26 13:05:07,EMP_006,10.0.0.5,logout,success
2026-04-26 13:10:07,EMP_001,192.168.1.15,login,success
2026-04-26 13:13:07,EMP_009,192.168.1.15,download_entire_database,success
2026-04-26 13:15:07,EMP_002,10.0.0.5,logout,success
2026-04-26 13:16:07,EMP_005,10.0.0.5,logout,success
2026-04-26 13:21:07,EMP_004,10.0.0.5,login,success
2026-04-26 13:22:07,EMP_001,192.168.1.15,edit_profile,success
2026-04-26 13:26:07,EMP_006,192.168.1.10,view_dashboard,success
2026-04-26 13:30:07,EMP_010,192.168.1.10,download_entire_database,success
2026-04-26 13:35:07,EMP_001,10.0.0.5,logout,success
2026-04-26 13:37:07,EMP_008,192.168.1.10,edit_profile,success
2026-04-26 13:41:07,EMP_006,192.168.1.15,edit_profile,success
2026-04-26 13:46:07,EMP_003,192.168.1.15,logout,success
2026-04-26 13:50:07,EMP_001,192.168.1.15,login,success
2026-04-26 13:54:07,EMP_010,192.168.1.15,edit_profile,success
2026-04-26 13:59:07,EMP_009,192.168.1.15,login,success
2026-04-26 14:04:07,EMP_003,10.0.0.5,edit_profile,success
2026-04-26 14:06:07,EMP_009,192.168.1.15,view_dashboard,success
2026-04-26 14:09:07,EMP_006,192.168.1.15,edit_profile,success
2026-04-26 14:12:07,EMP_010,192.168.1.15,edit_profile,success
2026-04-26 14:15:07,EMP_002,192.168.1.15,login,success
2026-04-26 14:18:07,EMP_003,10.0.0.5,login,success
2026-04-26 14:21:07,EMP_010,10.0.0.5,download_entire_database,success
2026-04-26 14:24:07,EMP_007,192.168.1.15,view_dashboard,success
2026-04-26 14:27:07,EMP_009,192.168.1.15,login,success
2026-04-26 14:32:07,EMP_004,192.168.1.15,view_dashboard,success
2026-04-26 14:35:07,EMP_009,192.168.1.15,edit_profile,success
2026-04-26 14:37:07,EMP_010,10.0.0.5,logout,success
2026-04-26 14:40:07,EMP_010,10.0.0.5,login,success
2026-04-26 14:42:07,EMP_008,192.168.1.10,login,success
2026-04-26 14:46:07,EMP_006,192.168.1.10,edit_profile,success
2026-04-26 14:49:07,EMP_007,10.0.0.5,view_dashboard,success
2026-04-26 14:54:07,EMP_007,10.0.0.5,login,success
2026-04-26 14:57:07,EMP_010,10.0.0.5,edit_profile,success
2026-04-26 15:00:07,EMP_003,192.168.1.15,login,success
2026-04-26 15:03:07,EMP_009,10.0.0.5,login,success
2026-04-26 15:07:07,EMP_007,192.168.1.15,login,success
2026-04-26 15:10:07,EMP_005,192.168.1.10,edit_profile,success
2026-04-26 15:14:07,EMP_009,10.0.0.5,logout,success
2026-04-26 15:18:07,EMP_001,192.168.1.15,logout,success
2026-04-26 15:20:07,EMP_006,10.0.0.5,download_entire_database,success
2026-04-26 15:24:07,EMP_004,192.168.1.15,edit_profile,success
2026-04-26 15:29:07,EMP_009,10.0.0.5,view_dashboard,success
2026-04-26 15:31:07,EMP_009,192.168.1.10,login,success
2026-04-26 15:32:07,EMP_009,192.168.1.10,logout,success
2026-04-26 15:37:07,EMP_001,192.168.1.10,view_dashboard,success
2026-04-26 15:41:07,EMP_010,192.168.1.10,download_entire_database,success
2026-04-26 15:42:07,EMP_007,192.168.1.15,logout,success
2026-04-26 15:46:07,EMP_007,192.168.1.15,edit_profile,success
2026-04-26 15:49:07,EMP_005,192.168.1.10,logout,success
2026-04-26 15:53:07,EMP_001,192.168.1.15,view_dashboard,success
2026-04-26 15:58:07,EMP_003,192.168.1.10,edit_profile,success
2026-04-26 16:02:07,EMP_009,192.168.1.15,view_dashboard,success
2026-04-26 16:04:07,EMP_002,192.168.1.15,logout,success
2026-04-26 16:06:07,EMP_002,192.168.1.15,logout,success
2026-04-26 16:08:07,EMP_006,192.168.1.15,edit_profile,success
2026-04-26 16:12:07,EMP_001,192.168.1.15,view_dashboard,success
2026-04-26 16:14:07,EMP_008,10.0.0.5,logout,success
2026-04-26 16:18:07,EMP_009,10.0.0.5,view_dashboard,success
2026-04-26 16:20:07,EMP_005,10.0.0.5,edit_profile,success
2026-04-26 16:25:07,EMP_007,192.168.1.15,login,success
2026-04-26 16:30:07,EMP_008,192.168.1.10,view_dashboard,success
2026-04-26 16:32:07,EMP_004,192.168.1.15,view_dashboard,success
2026-04-26 16:35:07,EMP_008,192.168.1.10,edit_profile,success
2026-04-26 16:40:07,EMP_001,192.168.1.10,login,success
2026-04-26 16:44:07,EMP_003,192.168.1.15,login,success
2026-04-26 16:48:07,EMP_004,10.0.0.5,login,success
2026-04-26 16:53:07,EMP_004,10.0.0.5,edit_profile,success
2026-04-26 16:58:07,EMP_003,10.0.0.5,logout,success
2026-04-26 17:01:07,EMP_009,192.168.1.10,edit_profile,success
2026-04-26 17:03:07,EMP_010,192.168.1.15,edit_profile,success
2026-04-26 17:06:07,EMP_002,192.168.1.15,edit_profile,success
2026-04-26 17:10:07,EMP_004,192.168.1.15,login,success
2026-04-26 17:14:07,EMP_001,10.0.0.5,login,success
2026-04-26 17:15:07,EMP_005,192.168.1.10,view_dashboard,success
2026-04-26 17:18:07,EMP_008,10.0.0.5,edit_profile,success
2026-04-26 17:21:07,EMP_005,10.0.0.5,view_dashboard,success
2026-04-26 17:22:07,EMP_002,10.0.0.5,edit_profile,success
2026-04-26 17:26:07,EMP_007,192.168.1.10,login,success
2026-04-26 17:29:07,EMP_005,192.168.1.10,logout,success
2026-04-26 17:31:07,EMP_005,192.168.1.15,login,success
2026-04-26 17:34:07,EMP_002,192.168.1.10,login,success
2026-04-26 17:35:07,EMP_010,10.0.0.5,download_entire_database,success
2026-04-26 17:40:07,EMP_005,192.168.1.15,login,success
2026-04-26 17:41:07,EMP_003,10.0.0.5,view_dashboard,success
2026-04-26 17:45:07,EMP_010,192.168.1.10,login,success
2026-04-26 17:46:07,EMP_002,10.0.0.5,edit_profile,success
2026-04-26 17:49:07,EMP_008,192.168.1.15,logout,success
2026-04-26 17:51:07,EMP_005,192.168.1.15,view_dashboard,success
2026-04-26 17:56:07,EMP_003,10.0.0.5,view_dashboard,success
2026-04-26 18:01:07,EMP_003,192.168.1.10,view_dashboard,success
2026-04-26 18:04:07,EMP_009,192.168.1.15,login,success
2026-04-26 18:08:07,EMP_010,192.168.1.10,logout,success
2026-04-26 18:11:07,EMP_002,10.0.0.5,login,success
2026-04-26 18:14:07,EMP_005,192.168.1.15,edit_profile,success
2026-04-26 18:17:07,EMP_008,10.0.0.5,edit_profile,success
2026-04-26 18:18:07,EMP_006,192.168.1.10,login,success
2026-04-26 18:22:07,EMP_006,10.0.0.5,edit_profile,success
2026-04-26 18:24:07,EMP_009,192.168.1.10,logout,success
2026-04-26 18:26:07,EMP_006,192.168.1.10,edit_profile,success
2026-04-26 18:28:07,EMP_002,192.168.1.15,logout,success
2026-04-26 18:33:07,EMP_003,192.168.1.15,edit_profile,success
2026-04-26 18:35:07,EMP_006,192.168.1.15,edit_profile,success
2026-04-26 18:39:07,EMP_006,192.168.1.10,login,success
2026-04-26 18:42:07,EMP_010,10.0.0.5,login,success
2026-04-26 18:45:07,EMP_001,10.0.0.5,logout,success
2026-04-26 18:49:07,EMP_006,192.168.1.10,login,success
2026-04-26 18:50:07,EMP_009,192.168.1.10,logout,success
2026-04-26 18:51:07,EMP_010,192.168.1.15,edit_profile,success
2026-04-26 18:52:07,EMP_001,10.0.0.5,edit_profile,success
2026-04-26 18:55:07,EMP_009,192.168.1.15,login,success
2026-04-26 19:00:07,EMP_008,10.0.0.5,view_dashboard,success
2026-04-26 19:05:07,EMP_002,192.168.1.10,edit_profile,success
2026-04-26 19:10:07,EMP_005,192.168.1.10,edit_profile,success
2026-04-26 19:14:07,EMP_009,192.168.1.15,logout,success
2026-04-26 19:16:07,EMP_004,192.168.1.10,edit_profile,success
2026-04-26 19:17:07,EMP_010,10.0.0.5,download_entire_database,success
2026-04-26 19:20:07,EMP_001,192.168.1.10,logout,success
2026-04-26 19:24:07,EMP_009,10.0.0.5,download_entire_database,success
2026-04-26 19:27:07,EMP_001,192.168.1.10,view_dashboard,success
2026-04-26 19:29:07,EMP_009,192.168.1.15,edit_profile,success
2026-04-26 19:33:07,EMP_002,10.0.0.5,edit_profile,success
2026-04-26 19:35:07,EMP_004,192.168.1.10,edit_profile,success
2026-04-26 19:38:07,EMP_010,192.168.1.10,view_dashboard,success
2026-04-26 19:42:07,EMP_006,10.0.0.5,logout,success
2026-04-26 19:45:07,EMP_005,192.168.1.15,login,success
2026-04-26 19:50:07,EMP_008,10.0.0.5,logout,success
2026-04-26 19:51:07,EMP_005,10.0.0.5,logout,success
2026-04-26 19:55:07,EMP_002,192.168.1.15,view_dashboard,success
2026-04-26 19:58:07,EMP_009,192.168.1.15,view_dashboard,success
2026-04-26 20:01:07,EMP_004,10.0.0.5,view_dashboard,success
2026-04-26 20:05:07,EMP_001,192.168.1.15,logout,success
2026-04-26 20:10:07,EMP_001,192.168.1.15,edit_profile,success
2026-04-26 20:13:07,EMP_007,192.168.1.10,edit_profile,success
2026-04-26 20:18:07,EMP_008,10.0.0.5,edit_profile,success
2026-04-26 20:23:07,EMP_001,10.0.0.5,edit_profile,success
